% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=993181, Sun Apr  6 04:41:01 2025, <python>{}</python>
1 10 0.324063770157997 1.0000416675347343 39.39309128194073 3.9393091281940727e+01 73.56831220015458 88.90114073473244 30.523814965473107   
2 20 0.34181029866766655 1.3384313212594952 39.39309128194073 5.2370878654552421e+01 68.54860642150199 75.78030741461264 13.822239084607602   
3 30 0.400320539850506 1.4408115718589796 39.39309128194073 5.0832306920854471e+01 69.58548513755535 92.86092579895896 16.438105511740893   
4 40 0.5498186926408146 1.6256393649938448 39.39309128194073 4.0922966606987146e+01 67.46165104232149 80.76950432056005 9.06679012337684   
5 50 0.5770497394685056 1.8651115681588206 39.39309128194073 6.4120104120792035e+01 74.81762446339299 86.97868748771583 7.1241565810378376   
6 60 0.561296348126281 1.921265283658389 36.37413665400892 3.6374136654008922e+01 75.99131240934943 106.23808799266678 15.093954429737707   
7 70 0.5274894048028612 1.8853335327925036 36.37413665400892 3.9563909405873417e+01 69.20644404443738 90.22312635870802 18.170481732340782   
8 80 0.5225969571487952 2.0415738131169947 15.041439776557887 1.5041439776557887e+01 57.79417852249497 84.51793266876001 22.92979195396981   
9 90 0.4983545591080705 2.1052133476335073 15.041439776557887 4.7019038797701754e+01 71.42738323837813 96.49765117646777 29.002369887227253   
10 100 0.42711847508286566 2.026044303863648 15.041439776557887 2.1345412943058193e+01 70.29199045039479 83.56651219103617 32.32017887225082   
