% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=993181, Sun Apr  6 04:41:01 2025
1 10 0.324063770157997 1.0000416675347343 1.0 1.0 1.0000083333680556 1.0000166668055563 1.0000250003125026 1.0000333338888951 1.0000416675347343
2 20 0.34181029866766655 1.1287372658798267 0.8433284905628617 0.8433284905628617 0.9647133540681135 0.9920157875149996 1.0122921296367915 1.0257699751025378 1.1287372658798267
3 30 0.400320539850506 1.1856737771099686 0.8229207762262596 0.8229207762262596 0.9245600304237834 0.9828415220511063 0.9949946687697125 1.0471846660713968 1.1856737771099686
4 40 0.5498186926408146 1.3193008011133747 0.8115581041668304 0.8115581041668304 0.8995605913567923 0.9634465427842587 1.0082112971451218 1.0714056361639168 1.3193008011133747
5 50 0.5770497394685056 1.4356179097908575 0.7697222698629521 0.7697222698629521 0.8840747126260503 0.9435148431024648 1.0584117825426074 1.0903491747655039 1.4356179097908575
6 60 0.561296348126281 1.3543631624566344 0.704932928303225 0.704932928303225 0.872273602558394 0.9389506470638478 1.0585714933385024 1.0841694185378494 1.3543631624566344
7 70 0.5274894048028612 1.3915507433835521 0.7380926075835642 0.7380926075835642 0.8508852826358173 0.9166140500749975 0.980857145981465 1.1574630733883542 1.3915507433835521
8 80 0.5225969571487952 1.407373391431152 0.6893570942127385 0.6893570942127385 0.8158667726755022 0.9098039463698332 0.9944600700929178 1.122993116813345 1.407373391431152
9 90 0.4983545591080705 1.3877688060647302 0.6592057796064879 0.6592057796064879 0.7967786089915201 0.8806322874692166 0.9644587517932404 1.1769639243098626 1.3877688060647302
10 100 0.42711847508286566 1.333879513741465 0.6583664094599357 0.6583664094599357 0.7454407498149971 0.8651785787715731 0.9432362514149659 1.204024810378133 1.333879513741465
